event_url,event_title,event_image,event_description,event_time,event_category,event_location,event_organization
https://www.eventbrite.com/e/2019-be-brave-1-mile-5k-10k-131-262-milwaukee-tickets-64485364461,"2019 Be Brave 1 Mile, 5K, 10K, 13.1, 26.2 - Milwaukee",https://img.evbuc.com/https%3A%2F%2Fcdn.evbuc.com%2Fimages%2F64650032%2F184961650433%2F1%2Foriginal.20190225-212412?w=1000&auto=compress&rect=0%2C658%2C1364%2C682&s=e91684b874f70b1da75118d896997466,"Be Brave 1 Mile, 5K, 10K, 13.1, 26.2*THIS IS A VIRTUAL RACE! Our most popular event of 2018 and has now become one of our Signature Races, which means we were able to order more medals! This does not have a year on the medal or ribbon, so complete it anytime! Medals and bibs will start shipping out beginning of April 2019. If you sign up after that your medal will ship out within 2 to 5 days of signing up.Did you know that January 18, 2018 is National Winnie the Pooh Day?  We love to celebrate our favorite bear with our Be Brave 1 Mile, 5K, 10K, 13.1, 26.2.  The medal has our favorite quote from A.A. Milne, “Promise me you�ll always remember, you�re braver than you believe, stronger than you seem, and smarter than you think.”   We will be donating at least 15% of every registration to  Be The Match, “for the thousands of people diagnosed every year with life-threatening blood cancers like leukemia and lymphoma, a cure exists. Over the past 25 years Be The Match ® , operated by the National Marrow Donor Program ®  (NMDP), has managed the largest and most diverse marrow registry in the world. We work every day to save lives through transplant.”*For a limited time get your official t-shirt and/or hoodies HERE.What: This is a 1 Mile, 5K, 10K, 13.1, 26.2  virtual run (or walk) to celebrate National Winnie the Pooh Day, being BRAVE and to help raise funds for Be The Match!  You choose which distance you want to complete! When: Complete your race any time in 2019!  Sign up before the medals sell out!* Medals and bibs will start shipping out beginning of April 2019!  After that they will ship within 2 to 5 days of signing up.Where:  You choose the course and you time yourself (you�ll report your finishing time to us).Why:  Because this is our way of celebrating our favorite bear and being BRAVE!Cost:  The price is $18 and that includes your medal, bib and shipping. Plus, at least 15% of every entry will be donated to  Be The Match. *We are in no way affiliated with this charity, we like to choose a different charity for each of our races and are happy to raise funds for them.WHAT IS A VIRTUAL RACE? A virtual race is a race that can be run (or walked) from any location you choose. You can run, jog, or walk on the road, on the trail, on the treadmill, at the gym or on the track (or even at another race). You get to run your own race, at your own pace, and time it yourself. Run on your own, or with friends! And your medal will be shipped directly to you. Complete a virtual 5K, 10K, half marathon and more!","Sat, Aug 24, 2019, 1:00 PM –, Sat, Aug 31, 2019, 2:00 PM CDT, ",Madison Races,"Contact the organizer to request a refund. , ", Virtual Run Events powered by Moon Joggers
https://www.eventbrite.com/e/five-star-tease-104-tickets-64648139325,Five Star Tease 10/4,https://img.evbuc.com/https%3A%2F%2Fcdn.evbuc.com%2Fimages%2F64803908%2F190861294871%2F1%2Foriginal.20190702-200015?w=1000&auto=compress&rect=54%2C0%2C718%2C359&s=4d43d5161b394d9cd5628c20755fc7b0,"Five Star Tease is a 90 minute show designed to bring a little bit of  Madison magic to the stage. This show encourages self love and promotes bodies of all shapes, colors, sizes and gender identities. Each show is hosted by the Ambassador of Cheese & Tease herself, Mercury Stardust (the internationally award winning burlesque entertainer). Every week features nationally touring performers as well as regional favorites. Performances range from Drag, Burlesque, singing and everything in between. Audiences will leave with a big smile and a new found love for themselves. Tipping is encouraged and Five Star Tease continues to strive to provide a safe space for all.  Come see Wisconsin's only weekly burlesque show for yourself.See Fivestartease.com for more informationThis week's Headliner is KeKe Boudreaux (Minneapolis, MN)Performances fromAmethyst VonTrollenbergMercury StardustChiana BlissSophie ShapelessVee ValentineKitty LaRue","Fri, October 4, 2019, 8:00 PM – 9:30 PM CDT, ",Other,"Refunds up to 7 days before event , ", Wisconsin Burlesque Association
https://www.eventbrite.com/e/five-star-tease-913-tickets-64647690984,Five Star Tease 9/13,https://img.evbuc.com/https%3A%2F%2Fcdn.evbuc.com%2Fimages%2F64803238%2F190861294871%2F1%2Foriginal.20190702-200015?w=1000&auto=compress&rect=54%2C0%2C718%2C359&s=42fbf3e870da617acbb38da283e230ba,"Five Star Tease is a 90 minute show designed to bring a little bit of  Madison magic to the stage. This show encourages self love and promotes bodies of all shapes, colors, sizes and gender identities. Each show is hosted by the Ambassador of Cheese & Tease herself, Mercury Stardust (the internationally award winning burlesque entertainer). Every week features nationally touring performers as well as regional favorites. Performances range from Drag, Burlesque, singing and everything in between. Audiences will leave with a big smile and a new found love for themselves. Tipping is encouraged and Five Star Tease continues to strive to provide a safe space for all.  Come see Wisconsin's only weekly burlesque show for yourself.See Fivestartease.com for more informationThis week's Headliner is Anghell (Chicago, IL)Performances fromBelle FolleMercury StardustAnya KneesLexxi DerriereLyca StormJuniper Fox","Fri, September 13, 2019, 8:00 PM – 9:30 PM CDT, ",Other,"Refunds up to 7 days before event , ", Wisconsin Burlesque Association
https://www.eventbrite.com/e/five-star-tease-1011-tickets-64648744134,Five Star Tease 10/11,https://img.evbuc.com/https%3A%2F%2Fcdn.evbuc.com%2Fimages%2F64804470%2F190861294871%2F1%2Foriginal.20190702-200015?w=1000&auto=compress&rect=54%2C0%2C718%2C359&s=3f0f07b14ac6b18a8127b5f3a3bd6bf8,"Five Star Tease is a 90 minute show designed to bring a little bit of Madison magic to the stage. This show encourages self love and promotes bodies of all shapes, colors, sizes and gender identities. This week's show is hosted by Con Lingus and presented by Dance Life Studios. Every week features nationally touring performers as well as regional favorites. Performances range from Drag, Burlesque, singing and everything in between. Audiences will leave with a big smile and a new found love for themselves. Tipping is encouraged and Five Star Tease continues to strive to provide a safe space for all. Come see Wisconsin's only weekly burlesque show for yourself.See Fivestartease.com for more informationThis week's Headliner is Lucky Stiff (Chicago, IL)Performances fromBelle FolleConnie LingusRosie AfterglowPetra MorganJasper MadisonMadam Lacy","Fri, October 11, 2019, 8:00 PM – 9:30 PM CDT, ",Other,"Refunds up to 7 days before event , ", Wisconsin Burlesque Association
https://www.eventbrite.com/e/five-star-tease-1025-halloween-edition-tickets-64649028986,"Five Star Tease 10/25 ""Halloween Edition""",https://img.evbuc.com/https%3A%2F%2Fcdn.evbuc.com%2Fimages%2F64805082%2F190861294871%2F1%2Foriginal.20190702-200015?w=1000&auto=compress&rect=54%2C0%2C718%2C359&s=6cfe8b2769242049994ac2d9f0604732,"Five Star Tease is a 90 minute show designed to bring a little bit of Madison magic to the stage. This show encourages self love and promotes bodies of all shapes, colors, sizes and gender identities. Each show is hosted by the Ambassador of Cheese & Tease herself, Mercury Stardust (the internationally award winning burlesque entertainer). Every week features nationally touring performers as well as regional favorites. Performances range from Drag, Burlesque, singing and everything in between. Audiences will leave with a big smile and a new found love for themselves. Tipping is encouraged and Five Star Tease continues to strive to provide a safe space for all. Come see Wisconsin's only weekly burlesque show for yourself.See Fivestartease.com for more informationThis week's Headliner is TBAPerformances fromMercury StardustBelle FolleCass Marie DominoZZ TopzKitty LaRueMexica XadowsBella Morta","Fri, October 25, 2019, 8:00 PM – 9:30 PM CDT, ",Other,"Refunds up to 7 days before event , ", Wisconsin Burlesque Association
https://www.eventbrite.com/e/five-star-tease-1018-tickets-64648921665,Five Star Tease 10/18,https://img.evbuc.com/https%3A%2F%2Fcdn.evbuc.com%2Fimages%2F64804807%2F190861294871%2F1%2Foriginal.20190702-200015?w=1000&auto=compress&rect=54%2C0%2C718%2C359&s=0e84261aecc5439e8070a7a5987dbf3e,"Five Star Tease is a 90 minute show designed to bring a little bit of Madison magic to the stage. This show encourages self love and promotes bodies of all shapes, colors, sizes and gender identities. Each show is hosted by the Ambassador of Cheese & Tease herself, Mercury Stardust (the internationally award winning burlesque entertainer). Every week features nationally touring performers as well as regional favorites. Performances range from Drag, Burlesque, singing and everything in between. Audiences will leave with a big smile and a new found love for themselves. Tipping is encouraged and Five Star Tease continues to strive to provide a safe space for all. Come see Wisconsin's only weekly burlesque show for yourself.See Fivestartease.com for more informationThis week's Headliner is Joy Coy (Minneapolis, MN)Performances fromPersephone DiamondMercury StardustBelle FolleDanger NoodleAmythyst VontrollenbergNika Rose","Fri, October 18, 2019, 8:00 PM – 9:30 PM CDT, ",Other,"Refunds up to 7 days before event , ", Wisconsin Burlesque Association
https://www.eventbrite.com/e/five-star-tease-111-tickets-64649230589,Five Star Tease 11/1,https://img.evbuc.com/https%3A%2F%2Fcdn.evbuc.com%2Fimages%2F64805452%2F190861294871%2F1%2Foriginal.20190702-200015?w=1000&auto=compress&rect=54%2C0%2C718%2C359&s=82a2dca0bab9829143262fdff0ea582d,"Five Star Tease is a 90 minute show designed to bring a little bit of Madison magic to the stage. This show encourages self love and promotes bodies of all shapes, colors, sizes and gender identities. Each show is hosted by the Ambassador of Cheese & Tease herself, Mercury Stardust (the internationally award winning burlesque entertainer). Every week features nationally touring performers as well as regional favorites. Performances range from Drag, Burlesque, singing and everything in between. Audiences will leave with a big smile and a new found love for themselves. Tipping is encouraged and Five Star Tease continues to strive to provide a safe space for all. Come see Wisconsin's only weekly burlesque show for yourself.See Fivestartease.com for more informationThis week's Headliner is Amunation (Chicago, IL)Performances fromMercury StardustBelle FolleAria ForteJuniper FoxNautica Da Le LusterAfrodisiac Slays","Fri, November 1, 2019, 8:00 PM – 9:30 PM CDT, ",Other,"Refunds up to 7 days before event , ", Wisconsin Burlesque Association
https://www.eventbrite.com/e/100-scholars-gala-2019-tickets-64627654053,100 Scholars Gala 2019,https://img.evbuc.com/https%3A%2F%2Fcdn.evbuc.com%2Fimages%2F64780438%2F10543236629%2F1%2Foriginal.20190702-183251?w=1000&auto=compress&rect=1%2C0%2C1468%2C734&s=45be51f32f6f67e2784c70865a664028,"Please join us for an evening of celebration involving a multi course dinner prepared by Madison Club award winning chiefs, raffle prizes, silent auction, and opportunities to support the 100 Black Men of “100 Scholars” Program of which the 100 Scholars will be celebrated.Suggested Dress Protocol, ""After 5:00 Evening Wear"" is encouraged.Tickets are $175 per person and $1500 per table.For event questions or scholarship opportunities, please contact president@100blackmenmadison.org","Fri, September 20, 2019, 6:00 PM – 9:00 PM CDT, ",Madison Galas,"Madison Club , 5 East Wilson Street , Madison, WI 53703 , "," 100 Black Men of Madison, Inc."
https://www.eventbrite.com/e/five-star-tease-1025-halloween-edition-tickets-64649028986,"Five Star Tease 10/25 ""Halloween Edition""",https://img.evbuc.com/https%3A%2F%2Fcdn.evbuc.com%2Fimages%2F64805082%2F190861294871%2F1%2Foriginal.20190702-200015?w=1000&auto=compress&rect=54%2C0%2C718%2C359&s=6cfe8b2769242049994ac2d9f0604732,"Five Star Tease is a 90 minute show designed to bring a little bit of Madison magic to the stage. This show encourages self love and promotes bodies of all shapes, colors, sizes and gender identities. Each show is hosted by the Ambassador of Cheese & Tease herself, Mercury Stardust (the internationally award winning burlesque entertainer). Every week features nationally touring performers as well as regional favorites. Performances range from Drag, Burlesque, singing and everything in between. Audiences will leave with a big smile and a new found love for themselves. Tipping is encouraged and Five Star Tease continues to strive to provide a safe space for all. Come see Wisconsin's only weekly burlesque show for yourself.See Fivestartease.com for more informationThis week's Headliner is TBAPerformances fromMercury StardustBelle FolleCass Marie DominoZZ TopzKitty LaRueMexica XadowsBella Morta","Fri, October 25, 2019, 8:00 PM – 9:30 PM CDT, ",Other,"Refunds up to 7 days before event , ", Wisconsin Burlesque Association
https://www.eventbrite.com/e/2019-potato-day-1-mile-5k-10k-131-262-milwaukee-tickets-60310993806,"2019 Potato Day 1 Mile, 5K, 10K, 13.1, 26.2 -Milwaukee",https://img.evbuc.com/https%3A%2F%2Fcdn.evbuc.com%2Fimages%2F60284689%2F184961650433%2F1%2Foriginal.20190408-144612?w=1000&auto=compress&rect=0%2C111%2C950%2C475&s=9f684f15dea5a2060c127d4330a61149,"WHAT IS A VIRTUAL RACE? A virtual race is a race that can be run (or walked) from any location you choose. You can run, jog, or walk on the road, on the trail, on the treadmill, at the gym or on the track (or even at another race). You get to run your own race, at your own pace, and time it yourself. Run on your own, or with friends! And your medal will be shipped directly to you. Complete a virtual 5K, 10K, half marathon and more!","Mon, Aug 19, 2019, 1:00 PM –, Sat, Aug 31, 2019, 2:00 PM EDT, ",Madison Races,"Milwaukee , Milwaukee, Wisconsin 53203 , ", Virtual Run Events powered by Moon Joggers
https://www.eventbrite.com/e/2019-underdog-day-1m-5k-10k-131-262-milwaukee-tickets-64842131561,"2019 Underdog Day 1M, 5K, 10K, 13.1, 26.2 - Milwaukee",https://img.evbuc.com/https%3A%2F%2Fcdn.evbuc.com%2Fimages%2F64947310%2F184961650433%2F1%2Foriginal.20190705-135435?w=1000&auto=compress&rect=0%2C1722%2C2048%2C1024&s=0a3535e7dbb789d5e6efe9fc9bafe308,"*THIS IS A VIRTUAL RACE! WHAT IS A VIRTUAL RACE? A virtual race is a race that can be run (or walked)  from any location you choose.  You can run, jog, or walk on the road, on the trail, on the treadmill, at the gym or on the track (or even at another race). You get to run your own race, at your own pace, and time it yourself.  And your medal will be shipped directly to you. Complete a virtual 5K, 10K, half marathon and more!Did you know that Underdog Day is on December 20, 2019?  We are celebrating all of the underdogs out there with our first annual Underdog Day 1 Mile, 5K, 10K, 13.1, 26.2!  This year�s medal is says, “It�s not the size of the dog in the fight, it�s the size of the fight in the dog.” -Mark Twain.  Hooray for the Underdogs!We will be donating at least 15% of each registration to Guide Dogs of America, which provide expertly matched guide dog partners to blind and visually impaired adults from the U.S. and Canada, instruction in how to work with the dog as a team, and a lifetime of support services – all at no cost.*For a limited time order an official t-shirt and/or hoodie HERE.What: This is a 1 mile, 5K, 10K, 13.1, 26.2  virtual run (or walk) to celebrate the underdogs. You choose which distance you will complete.When: Complete your race any time in December 2019, even better if it�s December 20th!*Medals and bibs will begin shipping at the end of November, and after that will ship within 2 to 5 days of signing upWhere:  You choose the course and you time yourself (you�ll report your finishing time to us).Why:  Because we love the underdog within each of us!Cost:  The price is $20 and that includes your medal, bib and shipping. Plus, at least 15% of every entry will be donated to the Guide Dogs of America.   *We are in no way affiliated with this charity, we like to choose a different charity for each of our races and are happy to raise funds for them. ","Fri, Dec 20, 2019, 7:00 PM –, Tue, Dec 31, 2019, 7:00 PM CST, ",Madison Races,"Milwaukee , Milwaukee, Wisconsin 53203 , ", Virtual Run Events powered by Moon Joggers
https://www.eventbrite.com/e/2019-ugly-sweater-1m-5k-10k-131-262-milwaukee-tickets-64837114555,"2019 Ugly Sweater 1M, 5K, 10K, 13.1, 26.2 - Milwaukee",https://img.evbuc.com/https%3A%2F%2Fcdn.evbuc.com%2Fimages%2F64945031%2F184961650433%2F1%2Foriginal.20190705-134505?w=1000&auto=compress&rect=0%2C195%2C924%2C462&s=151088fa88298bd1934de5f72b4fd16f,"*THIS IS A VIRTUAL RACE! WHAT IS A VIRTUAL RACE? A virtual race is a race that can be run (or walked)  from any location you choose.  You can run, jog, or walk on the road, on the trail, on the treadmill, at the gym or on the track (or even at another race). You get to run your own race, at your own pace, and time it yourself.  And your medal will be shipped directly to you. Complete a virtual 5K, 10K, half marathon and more!National Ugly Sweater Day is December 19, 2019 and we are celebrating with our fifth annual Ugly Sweater 1 Mile, 5K, 10K, 13.1, 26.2!  Get in the holiday spirit and enjoy all of the ugly sweaters out there, but nothing will beat this amazing Leg Lamp Sweater!  This year�s charity will be FEED MY STARVING CHILDREN.*For a limited time order an official t-shirt and/or hoodie HERE.What: This is a 1 Mile, 5K, 10K, 13.1, 26.2 to celebrate all of the UGLY SWEATERS out there! You choose which distance you want to complete.When: Complete your race any time in December, even better if it�s December 19th, Ugly Sweater Day*Medals and bibs will begin shipping at the end of November, and after that will ship within 2 to 5 days of signing upWhere:  You choose the course and you time yourself (you�ll report your finishing time to us).Why:  Because we love UGLY SWEATERS!!Cost:  The price is $20 and that includes your medal, bib and shipping. Plus, at least 15% of every entry will be donated to the  FEED MY STARVING CHILDREN.   *We are in no way affiliated with this charity, we like to choose a different charity for each of our races and are happy to raise funds for them. ","Thu, Dec 19, 2019, 7:00 PM –, Tue, Dec 31, 2019, 7:00 PM CST, ",Madison Races,"Milwaukee , Milwaukee, Wisconsin 53203 , ", Virtual Run Events powered by Moon Joggers
https://www.eventbrite.com/e/2019-happy-hanukkah-8k-eight-crazy-nights-milwaukee-tickets-64862454347,2019 Happy Hanukkah 8K – Eight Crazy Nights - Milwaukee,https://img.evbuc.com/https%3A%2F%2Fcdn.evbuc.com%2Fimages%2F64953755%2F184961650433%2F1%2Foriginal.20190705-191353?w=1000&auto=compress&rect=0%2C402%2C1164%2C582&s=a3f0f0c3fbe57067462f270677e4df72,"*THIS IS A VIRTUAL RACE! WHAT IS A VIRTUAL RACE? A virtual race is a race that can be run (or walked)  from any location you choose.  You can run, jog, or walk on the road, on the trail, on the treadmill, at the gym or on the track (or even at another race). You get to run your own race, at your own pace, and time it yourself.  And your medal will be shipped directly to you. Complete a virtual 5K, 10K, half marathon and more!Did you know that Hanukkah takes place December 22 thru December 30th in 2019? We are excited to celebrate with our first annual Happy Hanukkah 8K – Eight Crazy Nights!  Take part in the Festival of Lights!December is also Universal Human Rights day and we will be donating 15% of each registration to the Human Rights Initiative, which provides legal and support services to refugees and immigrants who have suffered human rights abuses. They also advocate for justice and promote international human rights for all.*For a limited time order an official t-shirt and/or hoodie HERE.What: This is an 8K virtual race to celebrate Hanukkah.  You can complete 1 kilometer for each night of Hanukkah.  You can complete them all at once, or do them 1 kilometer at a time. Even better, complete 1K on each day of Hanukkah.When: Complete your race any time in December!*Medals and bibs will begin shipping at the end of November, and after that will ship within 2 to 5 days of signing upWhere:  You choose the course and you time yourself (you�ll report your finishing time to us).Why:  Because we love Hanukkah!Cost:  The price is $20 and that includes your medal, bib and shipping. Plus, at least 15% of every entry will be donated to the  Human Rights Initiative.   *We are in no way affiliated with this charity, we like to choose a different charity for each of our races and are happy to raise funds for them.WHAT IS A VIRTUAL RACE? A virtual race is a race that can be run (or walked)  from any location you choose.  You can run, jog, or walk on the road, on the trail, on the treadmill, at the gym or on the track (or even at another race). You get to run your own race, at your own pace, and time it yourself.  And your medal will be shipped directly to you. Complete a virtual 5K, 10K, half marathon and more! ","Sun, Dec 22, 2019, 7:00 PM –, Tue, Dec 31, 2019, 7:00 PM PST, ",Madison Races,"Milwaukee , Milwaukee, Wisconsin 53203 , ", Virtual Run Events powered by Moon Joggers
https://www.eventbrite.com/e/2019-winter-is-coming-1m-5k-10k-131-262-milwaukee-tickets-64826617157,"2019 Winter IS Coming 1M, 5K, 10K, 13.1, 26.2 -Milwaukee",https://img.evbuc.com/https%3A%2F%2Fcdn.evbuc.com%2Fimages%2F64939299%2F184961650433%2F1%2Foriginal.20190705-134046?w=1000&auto=compress&rect=0%2C1792%2C2048%2C1024&s=528224b20749a043f97a89aba66b88df,"*THIS IS A VIRTUAL RACE! WHAT IS A VIRTUAL RACE? A virtual race is a race that can be run (or walked)  from any location you choose.  You can run, jog, or walk on the road, on the trail, on the treadmill, at the gym or on the track (or even at another race). You get to run your own race, at your own pace, and time it yourself.  And your medal will be shipped directly to you. Complete a virtual 5K, 10K, half marathon and more!What: This is a 1 Mile, 5K, 10K, 13.1, 26.2 virtual run (or walk) to celebrate the Winter Solstice! You choose which distance you will complete.When: Complete your race any time in December 2019. Even better if you complete it on December 21, which is Winter Solstice.*For a limited time you can purchase an official t-shirt and/or hoodie HERE!*Medals and bibs will start shipping out mid-November 2019.  After that they will ship out within 2 to 5 days of signing up.Where:  You choose the course and time yourself (you�ll report your finishing time to us).Why:  This is our way of celebrating Winter Solstice and to raise funds for Stand Up for Kids.COST:  $20, which includes your medal, bibs and shipping.  Plus, at least 15% of each registration will be donated to Stand Up for Kids. *We are in no way affiliated with this charity, we like to choose a different charity for each of our races and are happy to raise funds for them.WHAT IS A VIRTUAL RACE? A virtual race is a race that can be run (or walked)  from any location you choose.  You can run, jog, or walk on the road, on the trail, on the treadmill, at the gym or on the track (or even at another race). You get to run your own race, at your own pace, and time it yourself.  And your medal will be shipped directly to you. Complete a virtual 5K, 10K, half marathon and more! ","Sat, Dec 21, 2019, 7:00 PM –, Tue, Dec 31, 2019, 7:00 PM CST, ",Madison Races,"Milwaukee , Milwaukee, Wisconsin 53203 , ", Virtual Run Events powered by Moon Joggers
https://www.eventbrite.com/e/2019-home-for-the-holidays-1m-5k-10k-131-262-milwaukee-tickets-64857473449,"2019 Home for the Holidays 1M, 5K, 10K, 13.1, 26.2 - Milwaukee",https://img.evbuc.com/https%3A%2F%2Fcdn.evbuc.com%2Fimages%2F64952458%2F184961650433%2F1%2Foriginal.20190705-190507?w=1000&auto=compress&rect=0%2C1505%2C1650%2C825&s=3bf826a6f4953c1533c64baf0c4e9719,"*THIS IS A VIRTUAL RACE! WHAT IS A VIRTUAL RACE? A virtual race is a race that can be run (or walked)  from any location you choose.  You can run, jog, or walk on the road, on the trail, on the treadmill, at the gym or on the track (or even at another race). You get to run your own race, at your own pace, and time it yourself.  And your medal will be shipped directly to you. Complete a virtual 5K, 10K, half marathon and more!There is no place like home for the holidays! With the holidays coming, we want to celebrate with our third annual No Place Like Home for the Holidays 1 Mile, 5K, 10K, 13.1, 26.2!  This year�s medal is inspired by Home Alone. KEVIN!December 21 is National Homeless Person�s Remembrance Day.  There are so many people without a place to call home for the holidays and we dedicate our race to them. We will be donating at least 15% of each registration to the National Health Care for the Homeless Council, which is a network of more than 10,000 doctors, nurses, social workers, patients, and advocates who share the mission to eliminate homelessness.*For a limited time order an official t-shirt and/or hoodie HERE.What: This is a 1 mile, 5K, 10K, 13.1, 26.2  virtual run (or walk) to celebrate the holidays. You choose which distance you will complete.When: Complete your race any time in December 2019.*Medals and bibs will begin shipping at the end of November, and after that will ship within 2 to 5 days of signing upWhere:  You choose the course and you time yourself (you�ll report your finishing time to us).Why:  Because we love the holiday season and want to celebrate being home for the holidays!Cost:  The price is $20 and that includes your medal, bib and shipping. Plus, at least 15% of every entry will be donated to the National Health Care for the Homeless Council.   *We are in no way affiliated with this charity, we like to choose a different charity for each of our races and are happy to raise funds for them.WHAT IS A VIRTUAL RACE? A virtual race is a race that can be run (or walked)  from any location you choose.  You can run, jog, or walk on the road, on the trail, on the treadmill, at the gym or on the track (or even at another race). You get to run your own race, at your own pace, and time it yourself.  And your medal will be shipped directly to you. Complete a virtual 5K, 10K, half marathon and more! ","Sat, Dec 21, 2019, 7:00 PM –, Tue, Dec 31, 2019, 7:00 PM PST, ",Madison Races,"Milwaukee , Milwaukee, Wisconsin 53203 , ", Virtual Run Events powered by Moon Joggers
https://www.eventbrite.com/e/the-changing-benefit-landscape-tickets-64989357919,The Changing Benefit Landscape,https://img.evbuc.com/https%3A%2F%2Fcdn.evbuc.com%2Fimages%2F65042544%2F258575972661%2F1%2Foriginal.20190708-194836?w=1000&auto=compress&rect=0%2C8%2C1316%2C658&s=016136358e7c2934a61d8bd28a7e2bd0,"Join us to hear more about TASC�s Universal Benefit Account™. The new platform being rolled out this summer brings an endless aisle of benefit administration to help retain and attract new talent. Easy administration with one-stop, online access to all enrolled accounts!
The employer can choose from over 50 platforms, including:
September 10th, 2019
 @ Baer Insurance Services","Tue, September 10, 2019, 7:30 AM – 9:30 AM CDT, ",Madison Seminars,"Baer Insurance Services , 9701 Brader Way , Middleton, WI 53562 , ", Karen Hagen
https://www.eventbrite.com/e/introduction-to-robotic-process-automation-rpa-training-in-madison-wi-for-beginners-automation-tickets-64942180811,"Introduction to Robotic Process Automation (RPA) Training in Madison, WI fo...",https://img.evbuc.com/https%3A%2F%2Fcdn.evbuc.com%2Fimages%2F64992424%2F253710638063%2F1%2Foriginal.20190318-071503?w=1000&auto=compress&rect=0%2C0%2C1200%2C600&s=c88871b3553987d80ab68d54cc269b95,"Robotic process automation (or RPA) is an emerging form of business process automation technology based on the notion of software robots or artificial intelligence (AI) workers.This course is meant for beginners who would like to learn everything about RPA and how to implement RPA. This class will be held beginning August 12 and ending on September 9, 2019 US Pacific time on weekdays (Monday and Wednesday every week) from 6:30-8:30 pm each day US Pacific time (PST) depending upon your location.Please check your local date and time for the first sessionView Detailed Weekly Schedule for the entire classThis class will cover basic concepts of Robotic Process Automation including UI Automation concepts, building workflows using RPA, several types of data inside a workflow, Desktop, Web Automation, debugging a workflow, Reusing automation that invokes workflow and templates, how to organize a real-world workflow automation project.This class can be taken by professionals such as those who are interested in automating UI workflows for their day to day work, IT professionals, accounting, operations, IT staff and consultants supporting client using RPA Learn about our Training Philosophy   View RPA Training Details on Entriety Technology website Training FAQs","Mon, August 12, 2019, 8:30 PM – 10:30 PM CDT, ",Madison Classes,"Entirety Technologies , Madison, WI 53704 , ", Entirety Technolog
https://www.eventbrite.com/e/100-scholars-gala-sponsorship-registration-tickets-65057348280,100 Scholars Gala - Sponsorship Registration,https://img.evbuc.com/https%3A%2F%2Fcdn.evbuc.com%2Fimages%2F65108546%2F10543236629%2F1%2Foriginal.20190709-192657?w=1000&auto=compress&rect=1%2C0%2C1468%2C734&s=9fc0458e05ea7f9e8b93de587e1b80c9,"Please join us for an evening of celebration involving a multi course dinner prepared by Madison Club award winning chiefs, raffle prizes, silent auction, and opportunities to support the 100 Black Men of “100 Scholars” Program of which the 100 Scholars will be celebrated.Suggested Dress Protocol, ""After 5:00 Evening Wear"" is encouraged.For event questions or scholarship opportunities, please contact president@100blackmenmadison.org","Fri, September 20, 2019, 6:00 PM – 9:00 PM CDT, ",Madison Galas,"Madison Club , 5 E Wilson St , Madison, WI 53703 , "," 100 Black Men of Madison, Inc."
https://www.eventbrite.com/e/2019-the-running-day-1-m-5k-10k-131-262-milwaukee-tickets-65065744393,"2019 The Running Day 1 M, 5K, 10K, 13.1, 26.2 - Milwaukee",https://img.evbuc.com/https%3A%2F%2Fcdn.evbuc.com%2Fimages%2F65116611%2F184961650433%2F1%2Foriginal.20190709-155750?w=1000&auto=compress&rect=0%2C749%2C1804%2C902&s=9ff58d6b371bceaff9f7515b833c9999,"*THIS IS A VIRTUAL RACE! Now only $18!Did you know that National Running Day is June 5, 2019!?! This is one day of the year where you can re-commit to being a runner, continue running, or choose to become a runner for the first time. Think of yourself as the World�s Okayest Runner.“If you run, you are a runner. It doesn�t matter how fast or how far. It doesn�t matter if today is your first day or if you�ve been running for twenty years. There is no test to pass, no license to earn, no membership card to get. You just run.” –John BinghamTo celebrate we are hosting our fourth annual Running Day 1 Mile, 5K, 10K, 13.1, 26.2: World�s Okayest Runner!Along with celebrating RUNNING,  we will also be donating  at least 15% of every registration to Ainsley�s Angels, an incredible organization which “aims to build awareness about America�s special needs community through inclusion in all aspects of life.” This is definitely an organization that you must check out and see how you can get involved! *For a limited time get your official t-shirt and/or hoodie HERE.What: This is a virtual run (or walk) 1 Mile, 5K, 10K, 13.1, 26.2  to celebrate the RUNNER in all of us. You choose which distance you want to complete.When: Complete your race any time in June, July or August 2019!*Medals will ship at the end of May, after that they will ship within 2 to 5 days of signing up.Where:  You choose the course and you time yourself (you�ll report your finishing time to us). Why:  Because this is our way of celebrating National Running Day and to help raise funds for an amazing organization: Ainsley�s Angels.Cost: $20, which includes medal, bib and shipping.  Plus, at least 15% of all registrations will be donated to Ainsley�s Angels. We are in no way affiliated with this charity. WHAT IS A VIRTUAL RACE? A virtual race is a race that can be run (or walked) from any location you choose. You can run, jog, or walk on the road, on the trail, on the treadmill, at the gym or on the track (or even at another race). You get to run your own race, at your own pace, and time it yourself. Run on your own, or with friends! And your medal will be shipped directly to you. Complete a virtual 5K, 10K, half marathon and more!","Sat, Aug 24, 2019, 1:00 PM –, Sat, Aug 31, 2019, 2:00 PM EDT, ",Madison Races,"Contact the organizer to request a refund. , ", Virtual Run Events powered by Moon Joggers
